input,pnbi,pnbi_std,ni0,ni0_std,te0,te0_std,tite,tite_std,taue,taue_std,betan,betan_std,pohm,pohm_std,ti0,ti0_std,tripleprod,tripleprod_std
10.0,8769217.074553713,107514.75831026465,3.6192152828321583e+19,1.0593216815962454e+18,4079.60651102064,272.7785262612872,0.9995697939709512,0.0068533435515731956,0.14181645895688447,0.0026022345745437955,0.032715892537704815,0.0003443347375420439,330413.33332010644,180229.0765106486,4077.8514397034523,274.09089572113436,2.0930155468175033e+22,7.371463872845176e+20
10.5,9208453.239400242,112980.10322114939,3.6162338727577633e+19,1.0615996777354456e+18,4099.512958477641,270.42209139473397,1.005193455795474,0.007086202741946803,0.13862320848994666,0.002512008104242537,0.033340446190258076,0.0003435996203565985,324142.91660301946,181450.86701202788,4120.803597810468,273.37438879315295,2.0657338801320974e+22,7.27383550799352e+20
11.5,10087046.426989205,123958.00361631847,3.6102847664030835e+19,1.0659736359040504e+18,4138.528551180379,265.7941914486737,1.0162711892802883,0.007626294400016917,0.13272429948510062,0.0023565567353347437,0.03457832134683805,0.0003446014850044045,312089.70693689416,184023.5561187862,4205.867332578512,271.95661378040114,2.0153360340799885e+22,7.106307511007368e+20
12.5,10965912.030588891,134956.1263258579,3.604432890038078e+19,1.0697842835676841e+18,4175.4725579604365,261.33656074599685,1.0270962412460536,0.008145779411417144,0.12739144213579393,0.002221352591135185,0.03580376313722133,0.00034608510219979734,300959.52273535496,186127.28443469328,4288.6121697072085,270.56415807851215,1.969218792464656e+22,6.956219495067218e+20
13.5,11845031.685464479,145956.0644187078,3.5987304027012784e+19,1.0734426572823799e+18,4211.198908015018,256.4000655036508,1.0377110448923446,0.008680711742288648,0.12254242406972482,0.0020965551116083284,0.03701716058523131,0.00034889413066987237,290419.09606641217,188063.24018971363,4370.007619085764,268.56873332775456,1.927160892911372e+22,6.820136398640069e+20
14.5,12724873.677002257,157085.34294874908,3.593463876843238e+19,1.0781715163900074e+18,4247.671289653314,250.44664943852186,1.048260649171852,0.00924529084758349,0.11815880510221011,0.0020021663167322508,0.03814772743308059,0.0003944814096472156,279805.7368391301,190658.08960196763,4452.666663560621,265.4542841665623,1.890599584244749e+22,6.724611311883957e+20
15.5,13604555.39550959,168031.16402767328,3.58801290269048e+19,1.081414494060802e+18,4281.907308245201,245.91525392889554,1.0585378836244004,0.009762578431178908,0.11409046835996486,0.0019125098207442644,0.03934249358435206,0.00040419847189345826,270323.8878815398,192922.05673389835,4532.5610999457285,263.6457097571313,1.8554404755868695e+22,6.62383971487362e+20
16.5,14484555.689606907,179084.36417968795,3.582807994055832e+19,1.0856175490399105e+18,4313.636733291715,241.8568449807295,1.0686372046700325,0.010241237031456265,0.11033988403391444,0.001829972162804885,0.04052818481866598,0.00041295378238539917,261205.28995166864,195168.2455804509,4609.712700626829,262.2055324030961,1.822342134563633e+22,6.532621497283827e+20
17.5,15364676.949206874,190103.6593518884,3.5775528425837707e+19,1.0894283008937729e+18,4345.847240051689,237.21634320426645,1.0785509627188226,0.01073466396325268,0.1068718090129702,0.0017570651112282943,0.04170729468823036,0.0004237162496648921,252701.8175233215,197851.82694341295,4687.217724586688,260.0682882419152,1.7921086880397564e+22,6.453263651364462e+20
18.5,16245073.01809011,201164.1716593244,3.5723924922803773e+19,1.0930475557266994e+18,4376.893314366684,232.53725420413517,1.0882762133934114,0.011175073504246246,0.10365246044573798,0.0016893052410395758,0.04287931230106982,0.0004352226014721784,244585.8849295448,199498.24677739604,4763.268882585912,257.74826473822543,1.7637778379666576e+22,6.377082057275512e+20
19.5,17125620.43382294,212414.83459906673,3.5672888171366244e+19,1.0976955793394604e+18,4406.714701663322,228.58792378002923,1.0978320068881908,0.011612163495971491,0.10065567886271622,0.0016289840097690217,0.04404489525214042,0.00044827968514556143,236700.01977613132,201149.0718989909,4837.83244471074,256.11520020231455,1.7371102280499224e+22,6.312804949405191e+20
20.5,18010982.174956396,223599.08670419935,3.5691868035906085e+19,1.0928038804817133e+18,4562.678847197494,159.63268088879119,1.111088875373307,0.011347949180088475,0.09869341158289173,0.0015874126419552473,0.043375844082814606,0.0003708003536255034,208542.68711303492,204840.18177276588,5069.541709022241,184.76903050846565,1.7857725412803646e+22,6.439838560971779e+20
21.5,18901188.41448916,234771.83413494803,3.564380259407681e+19,1.0958427201006752e+18,4591.675147859469,151.8998358398944,1.1204871511783212,0.011750342818339856,0.09602241266973398,0.0015365790117591578,0.044494352990672406,0.0003806915203265758,201254.54692890085,209397.08750332127,5144.913005561353,178.5487762612429,1.7608999430190013e+22,6.376444480732474e+20
22.5,19783039.902758066,245992.74781621734,3.559708361425123e+19,1.0992782540966303e+18,4619.594949726417,143.287382110865,1.1295985636506163,0.012095046588007034,0.09354107789569083,0.0014905967580336008,0.04559673619486882,0.0003919936852028143,194441.91481325307,210964.75025385196,5218.287819858602,171.229927365304,1.7375800362190011e+22,6.318256190633515e+20
23.5,20665126.33846704,257228.32440138288,3.5550888425242948e+19,1.1022137095673207e+18,4647.071770134541,134.7237718755775,1.1385525934006018,0.012463958662130556,0.09120679839130177,0.0014447778570614133,0.04669530007422986,0.0004040623718614966,187908.5087727376,212766.15438331533,5290.935615605407,163.96144242504883,1.7155767270428262e+22,6.261281107710531e+20
24.5,21547581.08857708,268524.10503642686,3.550615269796713e+19,1.1061390908700691e+18,4673.016595361956,126.96096946637637,1.147370651320463,0.012803089902830906,0.08900806133691522,0.0014061388306059264,0.047788650008006084,0.00041643503186902396,180801.59205159347,214343.25893757437,5361.68209465178,157.47901514442108,1.6944705240688669e+22,6.213477007810705e+20
25.5,22430164.133245956,279730.87353420816,3.546189536185395e+19,1.1096750433328384e+18,4698.490851637106,118.38690823909532,1.1559903750834364,0.013137763019511271,0.0869301523978661,0.0013659430187061218,0.04887869505967315,0.0004295982609667424,175247.12552547012,215384.90951261506,5431.410201910073,150.13112888086255,1.674345150757352e+22,6.163899841541843e+20
26.5,23313100.342334375,290994.0859196509,3.541911884496945e+19,1.1111890313598285e+18,4722.359306318243,111.70181176614209,1.1644939161860475,0.01342374270614563,0.08496562921814055,0.0013311722605354813,0.04996482653334801,0.00044304220600316395,168678.94928405716,217029.66324180365,5499.158682252158,144.700721760508,1.654921058645761e+22,6.108840908253444e+20
27.5,24196114.222634353,302174.5355829794,3.537494722787553e+19,1.1139091782187602e+18,4746.148319128889,103.89383974757887,1.1728462238285184,0.013761975747417691,0.0831036785343388,0.001297310063600555,0.051047280827469184,0.000457625069822883,162472.83094768843,221453.84381861435,5566.502133820388,138.2534510130354,1.6364337525382747e+22,6.06345142053562e+20
28.5,25079459.37322403,313468.1497336594,3.5331700737390424e+19,1.1163929556040922e+18,4768.902818064715,97.33092350110927,1.1810578522957373,0.014065801684125176,0.08133548864102363,0.0012676288862164826,0.052127149625150686,0.0004733186188310648,156930.23537968541,223781.08007521834,5632.350120110601,133.09325035940532,1.6185803630539348e+22,6.019585729154411e+20
29.5,25963221.350049995,324881.8798806207,3.528984507467439e+19,1.1188330060797006e+18,4790.863320128248,90.38250779395055,1.1891280006707874,0.014362126870069998,0.07965418545595128,0.0012400752546151395,0.053203111139332696,0.0004890350677685183,151512.2140371648,227356.14692521087,5696.949721351114,127.61493530641205,1.6014033742388837e+22,5.97775198880355e+20
30.0,26386593.474736705,330346.5278376046,3.519025873596897e+19,1.1244353642601715e+18,4680.242169914724,180.1631346298509,1.1883002095646547,0.015472244570391518,0.07821776978027187,0.001224596953830355,0.05600332162089741,0.0006249215814293942,167033.4757387274,225937.17942839768,5561.532751323001,226.00307698451599,1.5308138676596825e+22,5.800243957666505e+20
30.5,26828146.833126772,336008.8605084487,3.5168665281076646e+19,1.125838539775022e+18,4692.192034702279,177.31589764443837,1.192214532864653,0.015651952680706606,0.0774346709635571,0.0012104208709029344,0.05656321199018922,0.0006349274348382203,163742.7528777266,227308.418455381,5594.099534763823,223.79250770906677,1.5234265952190034e+22,5.784015623864011e+20
31.5,27269759.630091842,341666.7313860028,3.5146712928157876e+19,1.1271880921045903e+18,4704.22504347098,174.30271564568304,1.1960919595283785,0.01579580071657856,0.07666972142635238,0.0011977736796007865,0.057122404564380586,0.0006450219126792478,160897.15035184447,227233.08753054388,5626.685750307676,221.32850415717598,1.5162166449339862e+22,5.767627362204919e+20
32.0,28153326.87246049,352946.6567476874,3.510388419941941e+19,1.1286039866741687e+18,4726.525067382892,169.6671957279493,1.2037726540463132,0.016094139272121773,0.07519244233474064,0.0011733148032715816,0.05823890602791292,0.0006652398013869381,155022.89301760957,230072.1207914038,5689.661624779934,217.94683392743949,1.5018128068715164e+22,5.7303326680939384e+20
32.5,28595459.19944642,358244.6172693096,3.50846687735492e+19,1.1289651706576724e+18,4736.884038195665,167.20358789142844,1.207545654380791,0.01622275050165215,0.07447834597196355,0.0011619373230210808,0.058796207008573804,0.0006753880302706848,152436.67869262607,231193.77586406533,5720.0037356289085,216.0352225026884,1.4946644888963e+22,5.709775033127107e+20
33.0,29037538.897083867,364037.27905464184,3.506500023028288e+19,1.130199088177039e+18,4747.859587608931,164.33838854735774,1.2112827782067863,0.016359857276962327,0.07377991106568346,0.001150722289984834,0.05935256244579309,0.000685258551961313,149905.97928687406,232139.91831397644,5751.000551814673,213.67799311559764,1.48783709616177e+22,5.693863743834808e+20
33.5,29479518.73861456,369716.0716742945,3.504378555462779e+19,1.1316380555149027e+18,4758.812010284776,161.87063541379368,1.2150187534136219,0.01650836360203666,0.07309771430751232,0.0011381732976218086,0.059908469324991484,0.0006956142621020901,146927.57745972212,233436.0091234598,5782.045836465981,211.7854996167791,1.4811407867801829e+22,5.6784473802454585e+20
34.0,29921507.791406717,375449.2598750969,3.502248803354224e+19,1.132980098477669e+18,4770.427768438973,158.3246537574177,1.2187138784963767,0.0166351331259682,0.07243059981525907,0.0011279832037181003,0.06046472538111159,0.0007063764973555411,143880.74145829843,233480.31281793944,5813.786527761075,208.63397386522615,1.4747831211119786e+22,5.664723197411927e+20
34.5,30363775.568430204,381333.3038399144,3.5002119745724506e+19,1.1345205746976248e+18,4781.157147185786,155.7120731564687,1.2224103976775942,0.016778952189475747,0.07177759571808283,0.0011174342860247471,0.06101987733937191,0.0007171266113425013,141006.65912554148,234888.02104894802,5844.536209650449,206.55885100977588,1.4683625750214524e+22,5.6515100265031775e+20
35.0,30805917.381559033,387069.0496594483,3.4982174004567687e+19,1.135627165901257e+18,4792.254947204401,152.5847278584132,1.2260443723900019,0.01691156699909788,0.0711381317711436,0.0011071525314707553,0.06157460889121432,0.0007276537122181644,138063.0548170305,236643.8114391335,5875.517209078102,203.87622526443593,1.4621615320058126e+22,5.6370667522849374e+20
35.5,31248169.206514835,392591.73387398955,3.496178081358738e+19,1.1369487096338582e+18,4802.244796208383,150.70180142514877,1.229672538889383,0.017062147727925046,0.07051187496443903,0.0010963535886564717,0.062128902832844196,0.0007384439612092662,135384.16479547598,238212.6236495337,5905.18855092189,202.61993312506945,1.4557593155069813e+22,5.6227298608935974e+20
36.0,31690383.299158715,398265.11879072635,3.4940787804673073e+19,1.1382663646482196e+18,4812.917086042842,148.20887752570124,1.2332629935700314,0.017201203968551255,0.06989842521586156,0.0010863424370331433,0.06268301329705572,0.0007492636181766299,133495.199359225,239281.1839463621,5935.592533337548,200.6553454764733,1.4496533515022914e+22,5.609513613641378e+20
36.5,32132722.524091188,403955.86824427557,3.4920178413108167e+19,1.1397216850849172e+18,4822.729346473764,146.32987950275412,1.2368495466580591,0.017344285836872225,0.06929789700552773,0.0010761363013493369,0.06323639017050588,0.0007602788462862822,130471.04144701053,241255.76795426325,5964.990605840593,199.38269485955615,1.4434650507190624e+22,5.596160638195399e+20
37.0,32575064.07629704,409673.9747648964,3.4899364458704216e+19,1.141052046947167e+18,4833.345792519204,143.8085407315072,1.2403868848130681,0.01747038205015764,0.06870903519957823,0.0010677489623851723,0.06378967888932716,0.000771642495350762,128435.5749055924,243007.78468016023,5995.218730807245,197.35494144502098,1.4375944952876938e+22,5.5842145246448406e+20
37.5,33017434.247667454,415384.640207973,3.487895177658181e+19,1.1422572878692084e+18,4843.931807006374,140.90465192654338,1.2439103467006563,0.017596607881651787,0.06813243387652788,0.001058561923369736,0.06434320129141702,0.0007832479709205366,125852.57761619122,244154.65325939227,6025.416893447635,194.89957713913515,1.431872765102778e+22,5.571470623557538e+20
38.0,33459911.33038929,421132.9022252507,3.4859690379650826e+19,1.1420918177433233e+18,4853.773083628492,138.69747614174508,1.247390574092645,0.017711193698088813,0.0675670720920705,0.0010498692907700423,0.06489547143059124,0.0007945427244491119,123160.43502822425,245865.1474516949,6054.550793302772,193.1905973607729,1.4260690427922637e+22,5.5532871848704534e+20
38.5,33902535.80385519,427000.82810520416,3.483959578591873e+19,1.1436935726838403e+18,4863.662146340968,136.37108154867283,1.2508619338144584,0.017833637288949336,0.06701260536720376,0.001041290982186619,0.06544666710526169,0.0008060507647060214,120677.39782536495,246315.91894802987,6083.769837792243,191.36687905168873,1.420372927846221e+22,5.5419215643647666e+20
39.0,34345281.33543852,432677.8573165235,3.4820193147419263e+19,1.1428110644568716e+18,4873.111145546955,134.25378662354078,1.2543075971510447,0.017919467463638525,0.06646899768804655,0.0010330190128329715,0.0659979520815184,0.0008174909554627393,118067.47567567724,246660.5235472001,6112.380331620976,189.69043979827265,1.4146880184306905e+22,5.520563755447802e+20
39.5,34788048.157310255,438388.4730464023,3.480029562309357e+19,1.1440838337269089e+18,4882.898468254421,131.8325018679022,1.2577373934136715,0.018014657021949442,0.06593567628897609,0.001025236153795696,0.06654896404686961,0.0008286671603295286,115400.93413948745,246624.47844377276,6141.403991765924,187.69868710652028,1.4091949078433015e+22,5.508012634791602e+20
40.0,35230923.23769671,444159.18842837017,3.478088135063847e+19,1.1456582311107438e+18,4892.2423358517235,129.719415119931,1.2611409435444996,0.018130153357200217,0.065412166447745,0.0010166630881319936,0.06709947144044336,0.0008399214241016863,113148.67545052402,247381.50996026243,6169.807115484389,186.09224968477545,1.4036883746488913e+22,5.496356883691323e+20
